# Table A.2. 
# Radial velocity measurements and spectroscopic activity indicators for TOI-1130 from PFS spectra. 
# 5% fractional uncertainty is assumed for the S-index and the Hα-index.
# BJDTDB-2457000      RV [m s−1 ]      σRV  [m s−1]      S-index  -      σS-index  -      Hα-index   -     σHα-index  -       texp [s] 
1738.530612      195.71      1.40      0.766      0.038      0.0478      0.0024      1200 
1738.545340      196.86      1.51      0.870      0.043      0.0479      0.0024      1200 
1739.523756      207.47      1.14      0.775      0.039      0.0475      0.0034      1200 
1739.537905      206.97      1.27      0.824      0.041      0.0473      0.0024      1200 
1741.595996       46.13      1.16      0.803      0.040      0.0470      0.0024      1200 
1741.612304       46.22      1.16      0.778      0.039      0.0476      0.0024      1401 
1761.520197       29.52      1.10      0.727      0.036      0.0476      0.0024      1200 
1761.534865       27.71      1.37      0.804      0.040      0.0455      0.0023      1200 
1767.524532       -0.34      1.33      0.829      0.041      0.0478      0.0024      1200 
1767.539261        0.00      1.14      0.808      0.040      0.0475      0.0024      1200 
1767.553969        1.45      1.57      0.898      0.045      0.0474      0.0024      1200 
1768.520979      -35.39      1.43      0.856      0.043      0.0455      0.0023      1200 
1768.534587      -33.59      1.06      0.839      0.042      0.0475      0.0024      1200 
1768.549296      -34.44      1.16      0.846      0.042      0.0475      0.0024      1200 
1768.563915      -39.56      1.15      0.808      0.040      0.0480      0.0024      1200 
1768.577673      -38.01      1.40      0.869      0.043      0.0478      0.0024      1200 
1768.608230      -32.8       1.71      0.903      0.045      0.0479      0.0024      1200 
1768.623109      -42.27      1.84      0.873      0.044      0.0480      0.0024      1200 
1768.638098      -34.79      1.88      0.907      0.045      0.0468      0.0023      1200 
1768.652626      -34.61      1.65      0.876      0.044      0.0475      0.0024      1200 
