# Table A.1. 
# Radial velocity measurements and spectroscopic activity indicators for TOI-1130 from HARPS spectra
# BJDTDB -2457000      RV [m s−1 ]     σRV  [m s−1 ]     BIS   [m s−1]    FWHM   [m s−1 ]    S-index   -    σS-index  -      S/N  @ 550 nm    texp  [s] 
1744.516586     -8071.84     7.19     53.17     6394.96     0.799     0.133     18.0     2100 
1745.491812     -7981.02     2.15     51.91     6307.82     0.699     0.025     43.7     2100 
1746.506986     -7887.07     1.76     52.82     6313.49     0.749     0.020     51.6     2100 
1747.534521     -7847.40     1.84     50.74     6308.11     0.732     0.023     50.1     2100 
1748.495349     -7884.41     1.86     47.21     6296.11     0.741     0.020     49.0     2100 
1752.548748     -8091.47     1.88     49.45     6313.41     0.762     0.018     45.5     2100 
1753.514551     -8009.94     1.46     46.58     6314.93     0.743     0.014     57.5     2100 
1754.513913     -7911.19     1.69     53.57     6317.25     0.750     0.016     50.0     2100 
1755.513265     -7849.18     1.45     53.29     6323.09     0.736     0.013     57.6     2100 
1755.596208     -7845.92     1.55     43.68     6318.08     0.747     0.019     55.8     2100 
1756.508322     -7864.35     2.02     49.33     6310.58     0.745     0.022     43.3     2100 
1756.574080     -7871.85     2.31     41.50     6324.93     0.759     0.029     39.2     2100 
1757.502187     -7936.45     2.22     44.92     6313.49     0.800     0.025     40.1     2100 
1757.581857     -7941.94     2.35     51.72     6319.50     0.806     0.029     38.6     2100 
1759.567931     -8082.26     3.49     54.33     6322.03     0.853     0.043     28.1     2100 
1761.551634     -8032.14     1.77     36.48     6323.26     0.754     0.022     49.4     2100 
1761.601212     -8026.75     1.73     47.81     6329.05     0.815     0.023     51.1     2100 
1762.558170     -7924.98     1.56     49.49     6326.84     0.729     0.017     55.1     2100 
1762.622204     -7923.65     1.94     45.11     6331.03     0.793     0.025     46.2     2100 
1763.534758     -7849.78     1.50     52.98     6323.12     0.793     0.015     56.8     2100 
1764.563457     -7848.33     1.96     46.44     6321.45     0.779     0.021     44.8     2100 
1766.527451     -7980.54     1.35     55.60     6332.03     0.805     0.015     63.6     2100 
1766.581646     -7989.46     1.47     53.24     6332.32     0.773     0.017     59.2     2100 
1768.521916     -8098.51     1.44     48.83     6319.00     0.792     0.015     59.5     2100 
1768.547573     -8099.68     1.50     47.68     6323.98     0.776     0.016     57.3     2100 
1773.512029     -7875.94     3.65     34.78     6327.09     0.711     0.054     29.6     2100 
1774.564408     -7954.29     2.92     57.44     6327.46     0.764     0.042     35.2     2100 
1775.507737     -8026.29     2.43     44.21     6316.48     0.772     0.032     40.3     2100 
1777.535606     -8084.98     4.77     60.32     6300.79     0.757     0.084     24.3     2100 
1781.551841     -7860.85     1.54     49.56     6313.50     0.749     0.019     56.2     2100 
1782.543742     -7922.02     1.91     50.68     6310.09     0.797     0.021     45.8     2100 
1783.520045     -7998.14     1.44     50.81     6322.14     0.897     0.013     58.1     2100 
1784.520593     -8070.87     2.35     54.33     6312.80     0.804     0.029     38.7     2100 
1785.515228     -8089.91     2.58     45.32     6327.29     0.812     0.029     35.5     2100 
1791.499671     -7962.54     4.61     76.81     6267.20     0.645     0.039     23.9     2100 
1792.517829     -8043.12     1.63     54.64     6336.37     0.859     0.019     53.6     2100 
1793.533452     -8097.38     2.04     61.37     6336.75     0.826     0.026     44.0     2100 
1794.524991     -8052.72     1.69     55.51     6332.86     0.805     0.019     51.7     2100 
1794.568008     -8054.37     2.26     48.31     6334.79     0.774     0.029     40.8     2100 
1795.526473     -7949.96     2.15     46.31     6318.66     0.815     0.022     41.2     2100 
1796.518281     -7861.47     1.52     49.39     6318.77     0.792     0.018     57.3     2100 
1797.519454     -7832.17     2.03     54.43     6316.68     0.749     0.022     43.8     2100 
1798.538403     -7864.31     2.22     54.98     6311.97     0.657     0.026     43.2     2100 
1799.528154     -7934.69     2.44     48.59     6291.12     0.775     0.027     37.8     2100 
1802.518128     -8081.30     1.68     41.05     6319.98     0.751     0.020     52.1     2100 
1803.515728     -7987.21     1.69     54.63     6318.04     0.794     0.024     52.4     2100 
1804.527948     -7879.48     1.96     48.16     6309.01     0.834     0.028     45.7     2100 
1805.517277     -7831.15     2.36     45.07     6307.73     0.766     0.030     38.9     2100 
1806.515287     -7846.64     2.09     40.90     6302.85     0.718     0.028     43.3     2100 
